,Unnamed: 0,full_sentence,verb_masked_sentence,verb_true_label,verb_false_label,verb_true_label_p,verb_false_label_p,verb_is_accurate,subject,subject_masked_sentence,subject_true_label,subject_false_label,subject_true_label_p,subject_false_label_p,subject_is_accurate
89,200,Ladies who continue these experts come at the ear indoors ; and it 's scary to recruit they are explosive and desperate to greet no if they suppose there would remind a service . <eos>,Ladies who continue these experts [MASK] at the ear indoors ; and it 's scary to recruit they are explosive and desperate to greet no if they suppose there would remind a service . <eos>,come,comes,5.157827377319336,2.4204864501953125,True,Ladies,[MASK] who continue these experts come at the ear indoors ; and it 's scary to recruit they are explosive and desperate to greet no if they suppose there would remind a service . <eos>,Ladies,Lady,5.181187152862549,0.8970258235931396,True
90,202,Turn for a musician of stories in their concert that belongs from the locker and happens successfully to the punishment fo the jury . <eos>,Turn for a musician of stories in their concert that belongs from the locker and [MASK] successfully to the punishment fo the jury . <eos>,happens,happen,5.341464996337891,2.3644497394561768,True,that,Turn for a musician of stories in their concert [MASK] belongs from the locker and happens successfully to the punishment fo the jury . <eos>,that,those,9.972578048706055,2.158531904220581,True
91,204,"It plays the team for situation egg and creates , “ We are financed that the Petersen should not evacuate with possible - reviewer historians who seek to deliver and lace halfway and effectively in the provisions , remarks , and daughters of beneficial duration . ” <eos>","It plays the team for situation egg and [MASK] , “ We are financed that the Petersen should not evacuate with possible - reviewer historians who seek to deliver and lace halfway and effectively in the provisions , remarks , and daughters of beneficial duration . ” <eos>",creates,create,0.07653360068798065,0.0304025337100029,True,It,"[MASK] plays the team for situation egg and creates , “ We are financed that the Petersen should not evacuate with possible - reviewer historians who seek to deliver and lace halfway and effectively in the provisions , remarks , and daughters of beneficial duration . ” <eos>",It,Its,8.075584411621094,1.1798548698425293,True
92,206,"As you proceed above the bakery , the staff of the beloved streak seems your strife and remains you remain stronger and clearer . <eos>","As you proceed above the bakery , the staff of the beloved streak seems your strife and [MASK] you remain stronger and clearer . <eos>",remains,remain,4.616811752319336,2.609377145767212,True,you,"As [MASK] proceed above the bakery , the staff of the beloved streak seems [MASK]r strife and remains [MASK] remain stronger and clearer . <eos>",you,you,10.857095718383789,10.857095718383789,False
93,208,The eligible jihad I fell extremely from them in the first camera enjoys because my digital cake who agreed with them was causing out on his overwhelming . <eos>,The eligible jihad I fell extremely from them in the first camera [MASK] because my digital cake who agreed with them was causing out on his overwhelming . <eos>,enjoys,enjoy,-4.991415977478027,-2.6242833137512207,False,jihad,The eligible [MASK] I fell extremely from them in the first camera enjoys because my digital cake who agreed with them was causing out on his overwhelming . <eos>,jihad,jihads,-0.2861176133155823,-0.2861176133155823,False
94,210,"The able tough marketers that seldom would describe from calf observe furnace , compliance , penalty , platform , consistent bakery and bankrupt newspapers of birds and holidays -- democratic as the Grill wasp . <eos>","The able tough marketers that seldom would describe from calf [MASK] furnace , compliance , penalty , platform , consistent bakery and bankrupt newspapers of birds and holidays -- democratic as the Grill wasp . <eos>",observe,observes,-3.6311492919921875,-4.64370059967041,True,that,"The able tough marketers [MASK] seldom would describe from calf observe furnace , compliance , penalty , platform , consistent bakery and bankrupt newspapers of birds and holidays -- democratic as the Grill wasp . <eos>",that,those,7.292635440826416,2.141688823699951,True
95,212,"Well , unless overwhelmingly precisely the third territory he seized in the commission dies out . <eos>","Well , unless overwhelmingly precisely the third territory he seized in the commission [MASK] out . <eos>",dies,die,3.7741196155548096,2.927941083908081,True,territory,"Well , unless overwhelmingly precisely the third [MASK] he seized in the commission dies out . <eos>",territory,territories,3.253657341003418,-1.7136204242706299,True
96,214,Can you enable that the contribution we are checking delivers toward a generic and controversial cage ? <eos>,Can you enable that the contribution we are checking [MASK] toward a generic and controversial cage ? <eos>,delivers,deliver,2.0642030239105225,-0.16943225264549255,True,you,Can [MASK] enable that the contribution we are checking delivers toward a generic and controversial cage ? <eos>,you,you,12.755642890930176,12.755642890930176,False
97,216,Find me retake if you develop any publications or beg anything optimistic . <eos>,Find me retake if you develop any publications or [MASK] anything optimistic . <eos>,beg,begs,-0.47686079144477844,0.3527229130268097,False,me,Find [MASK] retake if you develop any publications or beg anything optimistic . <eos>,me,us,5.504935264587402,3.956780433654785,True
98,218,"A Nixon width estimated in Sunday billion tends , "" Due to its discretion astride the Philip Larry , Oglethorpe has slowly been a resolution to the CPI . <eos>","A Nixon width estimated in Sunday billion [MASK] , "" Due to its discretion astride the Philip Larry , Oglethorpe has slowly been a resolution to the CPI . <eos>",tends,tend,-2.6121153831481934,-4.380492210388184,True,Oglethorpe,"A Nixon width estimated in Sunday billion tends , "" Due to its discretion astride the Philip Larry , [MASK] has slowly been a resolution to the CPI . <eos>",Oglethorpe,Oglethorpes,1.0048400163650513,1.0048400163650513,False
99,220,You operate the campaign and seek counsel grandson into the facility . <eos>,You operate the campaign and [MASK] counsel grandson into the facility . <eos>,seek,seeks,1.3607085943222046,-1.0091416835784912,True,You,[MASK] operate the campaign and seek counsel grandson into the facility . <eos>,You,Yous,8.753381729125977,2.3079280853271484,True
100,222,"It seems the tourist for quo identity and sees , “ We are projected that the Terry should not oppose with legislative - payout sanctions who remember to remain and communicate shortly and automatically in the tensions , temples , and messages of necessary cousin . ” <eos>","It seems the tourist for quo identity and [MASK] , “ We are projected that the Terry should not oppose with legislative - payout sanctions who remember to remain and communicate shortly and automatically in the tensions , temples , and messages of necessary cousin . ” <eos>",sees,see,0.485646516084671,1.6082311868667603,False,It,"[MASK] seems the tourist for quo identity and sees , “ We are projected that the Terry should not oppose with legislative - payout sanctions who remember to remain and communicate shortly and automatically in the tensions , temples , and messages of necessary cousin . ” <eos>",It,Its,9.247530937194824,2.3507821559906006,True
101,224,I continue we pursuant meet the cave and begin to Lucy . <eos>,I continue we pursuant meet the cave and [MASK] to Lucy . <eos>,begin,begins,3.4710912704467773,0.4488261640071869,True,I,[MASK] continue we pursuant meet the cave and begin to Lucy . <eos>,I,we,9.217039108276367,7.905630588531494,True
102,226,Stay me settle if you remain any rooms or begin anything impossible . <eos>,Stay me settle if you remain any rooms or [MASK] anything impossible . <eos>,begin,begins,5.213948726654053,1.1521927118301392,True,you,Stay me settle if [MASK] remain any rooms or begin anything impossible . <eos>,you,you,11.13279914855957,11.13279914855957,False
103,228,Save me discuss if you tend any conclusions or create anything amusing . <eos>,Save me discuss if you tend any conclusions or [MASK] anything amusing . <eos>,create,creates,7.6849212646484375,2.451399803161621,True,you,Save me discuss if [MASK] tend any conclusions or create anything amusing . <eos>,you,you,12.955913543701172,12.955913543701172,False
104,230,"A Santa scenario advised in Drew four decides , "" Due to its server astride the Forum Switzerland , Arabia has possibly been a clothing to the Manager . <eos>","A Santa scenario advised in Drew four [MASK] , "" Due to its server astride the Forum Switzerland , Arabia has possibly been a clothing to the Manager . <eos>",decides,decide,-0.4959326386451721,-1.8563694953918457,True,scenario,"A Santa [MASK] advised in Drew four decides , "" Due to its server astride the Forum Switzerland , Arabia has possibly been a clothing to the Manager . <eos>",scenario,scenarios,2.3447861671447754,-2.7748165130615234,True
105,232,I proceed the towing you threw to me remains to the Don Rice at Ayatollah ( folded in Milan ) . <eos>,I proceed the towing you threw to me [MASK] to the Don Rice at Ayatollah ( folded in Milan ) . <eos>,remains,remain,0.34996265172958374,-1.1804132461547852,True,I,[MASK] proceed the towing you threw to me remains to the Don Rice at Ayatollah ( folded in Milan ) . <eos>,I,we,9.006331443786621,6.8591132164001465,True
106,234,"An external origin authorized in sixteen compares there assume seven "" kilometres "" in the Ana Arabs , but impeccable countries are possibly lighter than this . <eos>","An external origin authorized in sixteen [MASK] there assume seven "" kilometres "" in the Ana Arabs , but impeccable countries are possibly lighter than this . <eos>",compares,compare,0.07625402510166168,-0.6314616203308105,True,origin,"An external [MASK] authorized in sixteen compares there assume seven "" kilometres "" in the Ana Arabs , but impeccable countries are possibly lighter than this . <eos>",origin,origins,2.163907289505005,-3.5813751220703125,True
107,236,I put the knife you won to me makes to the Barcelona Carter at Aid ( sought in LA ) . <eos>,I put the knife you won to me [MASK] to the Barcelona Carter at Aid ( sought in LA ) . <eos>,makes,make,-0.17405791580677032,1.8299829959869385,False,I,[MASK] put the knife you won to me makes to the Barcelona Carter at Aid ( sought in LA ) . <eos>,I,we,9.95132827758789,3.5225110054016113,True
108,238,The smallest studio you can carry in Omar adds to burn to a suggestion . <eos>,The smallest studio you can carry in Omar [MASK] to burn to a suggestion . <eos>,adds,add,1.0336387157440186,-0.8566950559616089,True,studio,The smallest [MASK] you can carry in Omar adds to burn to a suggestion . <eos>,studio,studios,-0.9195772409439087,-5.568325042724609,True
109,240,The youngest loan you can seem in Ivan observes to develop to a drying . <eos>,The youngest loan you can seem in Ivan [MASK] to develop to a drying . <eos>,observes,observe,-1.8434252738952637,-3.8590540885925293,True,loan,The youngest [MASK] you can seem in Ivan observes to develop to a drying . <eos>,loan,loans,-2.8327605724334717,-5.090117454528809,True
110,242,"Well , unless almost halfway the third confidante he signed in the criticism demonstrates out . <eos>","Well , unless almost halfway the third confidante he signed in the criticism [MASK] out . <eos>",demonstrates,demonstrate,-3.807774543762207,-5.175068378448486,True,confidante,"Well , unless almost halfway the third [MASK] he signed in the criticism demonstrates out . <eos>",confidante,confidantes,0.829996645450592,0.829996645450592,False
111,244,I pay this overwhelming sensitivity and hear to become this tactical injustice . <eos>,I pay this overwhelming sensitivity and [MASK] to become this tactical injustice . <eos>,hear,hears,0.10179485380649567,-1.6964325904846191,True,I,[MASK] pay this overwhelming sensitivity and hear to become this tactical injustice . <eos>,I,we,11.673422813415527,8.163472175598145,True
112,246,Decisions indefinitely : Williams five through Edinburgh nine ( expanding you realize on the phase we die and spend previously to proportion the gambling after we die ) <eos>,Decisions indefinitely : Williams five through Edinburgh nine ( expanding you realize on the phase we die and [MASK] previously to proportion the gambling after we die ) <eos>,spend,spends,0.23905405402183533,-3.102555751800537,True,Decisions,[MASK] indefinitely : Williams five through Edinburgh nine ( expanding you realize on the phase we die and spend previously to proportion the gambling after we die ) <eos>,Decisions,Decision,4.724129676818848,0.6121038198471069,True
113,248,I want the chores on which I should develop your website explain : ( a ) Do you translate a willing mother about the context to tall laptop kids built by Austin Amy ? <eos>,I want the chores on which I should develop your website [MASK] : ( a ) Do you translate a willing mother about the context to tall laptop kids built by Austin Amy ? <eos>,explain,explains,0.6622606515884399,0.2667000889778137,True,I,[MASK] want the chores on which [MASK] should develop your website explain : ( a ) Do you translate a willing mother about the context to tall laptop kids built by Austin Amy ? <eos>,I,we,14.071056365966797,7.216226100921631,True
114,250,Stars who recognize these attempts realise at the id incorrectly ; and it 's grand to harass they are educated and naive to reassure no if they come there would spell a direction . <eos>,Stars who recognize these attempts [MASK] at the id incorrectly ; and it 's grand to harass they are educated and naive to reassure no if they come there would spell a direction . <eos>,realise,realises,2.0239713191986084,0.5666552782058716,True,Stars,[MASK] who recognize these attempts realise at the id incorrectly ; and it 's grand to harass they are educated and naive to reassure no if they come there would spell a direction . <eos>,Stars,Star,2.9195735454559326,-1.2038933038711548,True
115,252,Can you interfere that the spring we are joking comes toward a same and reasonable medicine ? <eos>,Can you interfere that the spring we are joking [MASK] toward a same and reasonable medicine ? <eos>,comes,come,7.772315502166748,4.451991081237793,True,you,Can [MASK] interfere that the spring we are joking comes toward a same and reasonable medicine ? <eos>,you,you,11.057052612304688,11.057052612304688,False
116,254,This lunch of photograph feels around the crew s blog and sheep and refuses a diplomat for the cent again on the cake of the reintroduction in documentation of society politics . <eos>,This lunch of photograph feels around the crew s blog and sheep and [MASK] a diplomat for the cent again on the cake of the reintroduction in documentation of society politics . <eos>,refuses,refuse,1.4132732152938843,-1.3644511699676514,True,lunch,This [MASK] of photograph feels around the crew s blog and sheep and refuses a diplomat for the cent again on the cake of the reintroduction in documentation of society politics . <eos>,lunch,lunches,-0.2715141475200653,0.21834012866020203,False
117,256,"My registration with achieving the prosecution pursuant understands , could it be agreed that politely everyone flew the branch would or could impress at any tabs , since we primarily flowed Ham and Computers and if they blended they might have cooked a healthy mouth ?? <eos>","My registration with achieving the prosecution pursuant [MASK] , could it be agreed that politely everyone flew the branch would or could impress at any tabs , since we primarily flowed Ham and Computers and if they blended they might have cooked a healthy mouth ?? <eos>",understands,understand,-2.2774155139923096,0.08070872724056244,False,everyone,"My registration with achieving the prosecution pursuant understands , could it be agreed that politely [MASK] flew the branch would or could impress at any tabs , since we primarily flowed Ham and Computers and if they blended they might have cooked a healthy mouth ?? <eos>",everyone,everyones,3.1731536388397217,-0.46429914236068726,True
118,258,The first dinner you pay whenever you allow on pig involves that the compliance field financially sees out the language and grows into the consensus ton . <eos>,The first dinner you pay whenever you allow on pig involves that the compliance field financially sees out the language and [MASK] into the consensus ton . <eos>,grows,grow,6.702252388000488,3.5168678760528564,True,dinner,The first [MASK] you pay whenever you allow on pig involves that the compliance field financially sees out the language and grows into the consensus ton . <eos>,dinner,dinners,-0.027349133044481277,1.1656413078308105,False
119,260,"The arrogant difficult weekends that successfully would maintain from star include soul , season , plot , path , narrow corner and nuclear minds of scientists and surgeons -- faithful as the Starbucks crate . <eos>","The arrogant difficult weekends that successfully would maintain from star [MASK] soul , season , plot , path , narrow corner and nuclear minds of scientists and surgeons -- faithful as the Starbucks crate . <eos>",include,includes,0.41296976804733276,-0.7904708981513977,True,weekends,"The arrogant difficult [MASK] that successfully would maintain from star include soul , season , plot , path , narrow corner and nuclear minds of scientists and surgeons -- faithful as the Starbucks crate . <eos>",weekends,weekend,-2.3253915309906006,-1.836082100868225,False
120,262,"Actually enjoy your cheques to remember this especially to their vests , and frankly onboard , so that the medicine to compel her responds indoors . <eos>","Actually enjoy your cheques to remember this especially to their vests , and frankly onboard , so that the medicine to compel her [MASK] indoors . <eos>",responds,respond,0.17072364687919617,-0.5968884229660034,True,medicine,"Actually enjoy your cheques to remember this especially to their vests , and frankly onboard , so that the [MASK] to compel her responds indoors . <eos>",medicine,medicines,2.3234963417053223,1.1181211471557617,True
121,264,GO me dine if you listen any trios or melt anything electronic . <eos>,GO me dine if you listen any trios or [MASK] anything electronic . <eos>,melt,melts,1.1230281591415405,1.7189736366271973,False,me,GO [MASK] dine if you listen any trios or [MASK]lt anything electronic . <eos>,me,us,2.3346707820892334,1.601482629776001,True
122,266,Put for a button of centuries in their reviewer that pays from the defence and makes historically to the bluff fo the reaction . <eos>,Put for a button of centuries in their reviewer that pays from the defence and [MASK] historically to the bluff fo the reaction . <eos>,makes,make,2.5902814865112305,-0.7090376019477844,True,that,Put for a button of centuries in their reviewer [MASK] pays from the defence and makes historically to the bluff fo the reaction . <eos>,that,those,8.206878662109375,1.196521282196045,True
124,270,The aware coast I requested onboard from them in the first center observes because my glad midst who enjoyed with them was seeking out on his unfortunate . <eos>,The aware coast I requested onboard from them in the first center [MASK] because my glad midst who enjoyed with them was seeking out on his unfortunate . <eos>,observes,observe,-3.4570446014404297,-3.4476537704467773,False,coast,The aware [MASK] I requested onboard from them in the first center observes because my glad midst who enjoyed with them was seeking out on his unfortunate . <eos>,coast,coasts,-1.0470010042190552,-3.469116449356079,True
125,272,Learn me miss if you carry any whereabouts or require anything unbelievable . <eos>,Learn me miss if you carry any whereabouts or [MASK] anything unbelievable . <eos>,require,requires,2.694199800491333,-0.8959183096885681,True,me,Learn [MASK] miss if you carry any whereabouts or require anything unbelievable . <eos>,me,us,5.831106185913086,4.6640520095825195,True
126,274,"Antique spurs that greatly would testify appear contents , chairman , Portugal profile and some liberties of cartoons . <eos>","Antique spurs that greatly would testify [MASK] contents , chairman , Portugal profile and some liberties of cartoons . <eos>",appear,appears,-1.839483380317688,-2.285120964050293,True,Antique,"[MASK] spurs that greatly would testify appear contents , chairman , Portugal profile and some liberties of cartoons . <eos>",Antique,Antiques,1.168391466140747,1.168391466140747,False
127,276,I seem the manner you called to me begs to the Croatia Grill at Amsterdam ( said in Teresa ) . <eos>,I seem the manner you called to me [MASK] to the Croatia Grill at Amsterdam ( said in Teresa ) . <eos>,begs,beg,-2.004986047744751,-1.433659315109253,False,I,[MASK] seem the manner you called to me begs to the Croatia Grill at Amsterdam ( said in Teresa ) . <eos>,I,we,8.500425338745117,3.3906378746032715,True
128,278,"But inner declarations do customize the leaf they seem he will harass , and the immigrants who lose him want to eat the injuries who enjoy him . <eos>","But inner declarations do customize the leaf they seem he will harass , and the immigrants who lose him [MASK] to eat the injuries who enjoy him . <eos>",want,wants,10.42039966583252,4.921210289001465,True,declarations,"But inner [MASK] do customize the leaf they seem he will harass , and the immigrants who lose him want to eat the injuries who enjoy him . <eos>",declarations,declaration,2.5989110469818115,-3.12152099609375,True
129,282,The historical voting movements wash there operates breathe to the passport . <eos>,The historical voting movements wash there [MASK] breathe to the passport . <eos>,operates,operate,-4.160288333892822,-3.440488815307617,False,movements,The historical voting [MASK] wash there operates breathe to the passport . <eos>,movements,movement,-0.8547003269195557,1.7177097797393799,False
130,284,This wire of capability reflects around the commodity s trend and bombers and requires a memo for the sect eventually on the receiver of the diversion in payment of photo duties . <eos>,This wire of capability reflects around the commodity s trend and bombers and [MASK] a memo for the sect eventually on the receiver of the diversion in payment of photo duties . <eos>,requires,require,7.104044437408447,2.9426355361938477,True,wire,This [MASK] of capability reflects around the commodity s trend and bombers and requires a memo for the sect eventually on the receiver of the diversion in payment of photo duties . <eos>,wire,wires,-0.37786245346069336,-3.4554250240325928,True
131,288,"If you propose a country who will propose to you and see he will absorb and then convince his meditation , and not tell what he is sending about why he supports conclusions at extensive sandwiches and deserves they arrive what you pick , why they will not hire for you , transmit to this rivalry ... he is the affection for you . <eos>","If you propose a country who will propose to you and see he will absorb and then convince his meditation , and not tell what he is sending about why he supports conclusions at extensive sandwiches and [MASK] they arrive what you pick , why they will not hire for you , transmit to this rivalry ... he is the affection for you . <eos>",deserves,deserve,-1.0029749870300293,-0.7620530128479004,False,you,"If [MASK] propose a country who will propose to [MASK] and see he will absorb and then convince his meditation , and not tell what he is sending about why he supports conclusions at extensive sandwiches and deserves they arrive what [MASK] pick , why they will not hire for [MASK] , transmit to this rivalry ... he is the affection for [MASK] . <eos>",you,you,11.776360511779785,11.776360511779785,False
132,290,The first manager you die whenever you indicate on recovery understands that the cork disintegration never drops out the curse and tells into the gem failure . <eos>,The first manager you die whenever you indicate on recovery [MASK] that the cork disintegration never drops out the curse and tells into the gem failure . <eos>,understands,understand,0.9762822985649109,2.0242836475372314,False,manager,The first [MASK] you die whenever you indicate on recovery understands that the cork disintegration never drops out the curse and tells into the gem failure . <eos>,manager,managers,-0.10834610462188721,-4.557960033416748,True
133,292,Please specify me receive if you collaborate any lights or create anything indefinite . <eos>,Please specify me receive if you collaborate any lights or [MASK] anything indefinite . <eos>,create,creates,5.013247489929199,2.066239595413208,True,you,Please specify me receive if [MASK] collaborate any lights or create anything indefinite . <eos>,you,you,12.740011215209961,12.740011215209961,False
134,294,This dove of vision submits around the pyramid s creation and drinks and grows a monkey for the flood eventually on the network of the mayor in preacher of role daughters . <eos>,This dove of vision submits around the pyramid s creation and drinks and [MASK] a monkey for the flood eventually on the network of the mayor in preacher of role daughters . <eos>,grows,grow,7.107338905334473,1.4969322681427002,True,dove,This [MASK] of vision submits around the pyramid s creation and drinks and grows a monkey for the flood eventually on the network of the mayor in preacher of role daughters . <eos>,dove,doves,2.320619583129883,0.19070690870285034,True
135,296,"Because of the virus that his solar photography with Delivery Oglethorpe had happened him , he missed producers yellow as : "" You can communicate a spore and a bravery , eight menu you ca n't prepare indicates why you 're limp unfortunately "" and stayed currents to the "" Taiwan Canal "" jail containing that "" repeatedly he phoned Perfect foreigners to collect warmly militant as a philosophy "" . <eos>","Because of the virus that his solar photography with Delivery Oglethorpe had happened him , he missed producers yellow as : "" You can communicate a spore and a bravery , eight menu you ca n't prepare [MASK] why you 're limp unfortunately "" and stayed currents to the "" Taiwan Canal "" jail containing that "" repeatedly he phoned Perfect foreigners to collect warmly militant as a philosophy "" . <eos>",indicates,indicate,2.3124008178710938,2.545222759246826,False,photography,"Because of the virus that his solar [MASK] with Delivery Oglethorpe had happened him , he missed producers yellow as : "" You can communicate a spore and a bravery , eight menu you ca n't prepare indicates why you 're limp unfortunately "" and stayed currents to the "" Taiwan Canal "" jail containing that "" repeatedly he phoned Perfect foreigners to collect warmly militant as a philosophy "" . <eos>",photography,photographies,-0.6222007870674133,-1.1459965705871582,True
136,298,Learn me promote if you continue any cabins or develop anything asymmetrical . <eos>,Learn me promote if you continue any cabins or [MASK] anything asymmetrical . <eos>,develop,develops,5.678563117980957,1.3017189502716064,True,me,Learn [MASK] promote if you continue any cabins or develop anything asym[MASK]trical . <eos>,me,us,3.309080123901367,1.9746379852294922,True
137,300,The hysterical democracy I started this counsel includes to identify anyone seeking this if they provide of some preparation I can prove strengthen a recovery to this Brass Period . <eos>,The hysterical democracy I started this counsel [MASK] to identify anyone seeking this if they provide of some preparation I can prove strengthen a recovery to this Brass Period . <eos>,includes,include,1.890155553817749,0.18362724781036377,True,democracy,The hysterical [MASK] I started this counsel includes to identify anyone seeking this if they provide of some preparation I can prove strengthen a recovery to this Brass Period . <eos>,democracy,democracies,-1.065826654434204,1.2927753925323486,False
138,302,Please groom me translate if you prefer any forums or decide anything obvious . <eos>,Please groom me translate if you prefer any forums or [MASK] anything obvious . <eos>,decide,decides,4.017697334289551,-0.29074668884277344,True,you,Please groom me translate if [MASK] prefer any forums or decide anything obvious . <eos>,you,you,18.716506958007812,18.716506958007812,False
140,306,"The absolute payable lighting I have contributed operates that in the suggestion of IAEA eighteen landlord of the creativity is increasingly traced in the lieutenant the password before the telephone , this swing deleted after the diplomatic condominium . <eos>","The absolute payable lighting I have contributed [MASK] that in the suggestion of IAEA eighteen landlord of the creativity is increasingly traced in the lieutenant the password before the telephone , this swing deleted after the diplomatic condominium . <eos>",operates,operate,-0.24791371822357178,-1.9945743083953857,True,lighting,"The absolute payable [MASK] I have contributed operates that in the suggestion of IAEA eighteen landlord of the creativity is increasingly traced in the lieutenant the password before the telephone , this swing deleted after the diplomatic condominium . <eos>",lighting,lightings,-2.8119664192199707,1.8744077682495117,False
141,308,"But incorrect cm do come the flower they refuse he will believe , and the effects who respond him begin to emit the opportunities who operate him . <eos>","But incorrect cm do come the flower they refuse he will believe , and the effects who respond him [MASK] to emit the opportunities who operate him . <eos>",begin,begins,12.270572662353516,8.276884078979492,True,cm,"But incorrect [MASK] do come the flower they refuse he will believe , and the effects who respond him begin to emit the opportunities who operate him . <eos>",cm,cms,-3.859534978866577,0.06163594126701355,False
142,310,"My threat with expecting the reaction directly adds , could it be eliminated that totally everyone led the tap would or could avoid at any period , since we highly loved Virginia and States and if they testified they might have documented a global sentence ?? <eos>","My threat with expecting the reaction directly [MASK] , could it be eliminated that totally everyone led the tap would or could avoid at any period , since we highly loved Virginia and States and if they testified they might have documented a global sentence ?? <eos>",adds,add,0.7388536334037781,-0.828120231628418,True,reaction,"My threat with expecting the [MASK] directly adds , could it be eliminated that totally everyone led the tap would or could avoid at any period , since we highly loved Virginia and States and if they testified they might have documented a global sentence ?? <eos>",reaction,reactions,4.337930202484131,2.2408244609832764,True
143,312,"The affluent strong wishes that desperately would sell from movie affirm feedback , territory , size , lifestyle , crazy highway and heavy rounds of laws and politics -- fatal as the Youngstown belief . <eos>","The affluent strong wishes that desperately would sell from movie [MASK] feedback , territory , size , lifestyle , crazy highway and heavy rounds of laws and politics -- fatal as the Youngstown belief . <eos>",affirm,affirms,-3.233093738555908,-3.233093738555908,False,that,"The affluent strong wishes [MASK] desperately would sell from movie affirm feedback , territory , size , lifestyle , crazy highway and heavy rounds of laws and politics -- fatal as the Youngstown belief . <eos>",that,those,9.322443962097168,4.329975605010986,True
144,314,"Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit appears whenever you 're recent already "" and raised postcards to the "" VI Jafar "" paper hunting that "" forth he felt Medieval missiles to deliver previously slick as a supervisor "" . <eos>","Because of the volume that his sunny paradise with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit [MASK] whenever you 're recent already "" and raised postcards to the "" VI Jafar "" paper hunting that "" forth he felt Medieval missiles to deliver previously slick as a supervisor "" . <eos>",appears,appear,-1.6342366933822632,-1.7093307971954346,True,paradise,"Because of the volume that his sunny [MASK] with Dhaka Angie had promised him , he became laptops mere as : "" You can recommend a sickness and a scientist , eight forgiveness you ca n't commit appears whenever you 're recent already "" and raised postcards to the "" VI Jafar "" paper hunting that "" forth he felt Medieval missiles to deliver previously slick as a supervisor "" . <eos>",paradise,paradises,2.0226333141326904,-0.3169511556625366,True
145,316,"They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and expect barren officials to receive . <eos>","They especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and [MASK] barren officials to receive . <eos>",expect,expects,4.206319332122803,4.236588954925537,False,They,"[MASK] especially include if you die reaction in your separation , ( for transfers like me ) , they believe an investment of the teacher and expect barren officials to receive . <eos>",They,Theys,13.431656837463379,4.158113479614258,True
147,320,Feel me vanish if you proceed any clergy or happen anything acrylic . <eos>,Feel me vanish if you proceed any clergy or [MASK] anything acrylic . <eos>,happen,happens,1.3253700733184814,-2.234240770339966,True,me,Feel [MASK] vanish if you proceed any clergy or happen anything acrylic . <eos>,me,us,6.969759941101074,5.693119525909424,True
148,324,"Whie I do n't remain to the propaganda that the bombs we pick or come to believe no instability on our gentleman ( which I pale is highly municipal ) , it does preserve me whenever rules wash out a revolutionary justification of lions to clarify the bean on . <eos>","Whie I do n't remain to the propaganda that the bombs we pick or come to [MASK] no instability on our gentleman ( which I pale is highly municipal ) , it does preserve me whenever rules wash out a revolutionary justification of lions to clarify the bean on . <eos>",believe,believes,2.5877737998962402,-1.6929916143417358,True,I,"Whie [MASK] do n't remain to the propaganda that the bombs we pick or come to believe no instability on our gentleman ( which [MASK] pale is highly municipal ) , it does preserve me whenever rules wash out a revolutionary justification of lions to clarify the bean on . <eos>",I,we,9.319064140319824,9.500556945800781,False
149,326,"As you carry above the perfume , the rumor of the latter pot stands your context and recommends you generate taller and fewer . <eos>","As you carry above the perfume , the rumor of the latter pot stands your context and [MASK] you generate taller and fewer . <eos>",recommends,recommend,0.540469765663147,-0.15587317943572998,True,you,"As [MASK] carry above the perfume , the rumor of the latter pot stands [MASK]r context and recommends [MASK] generate taller and fewer . <eos>",you,you,8.57819938659668,8.57819938659668,False
150,328,"If you condemn any disasters or suggest any error economically afterward , please specify Butcher Samuel at fifteen or Tet Nov at six . <eos>","If you condemn any disasters or [MASK] any error economically afterward , please specify Butcher Samuel at fifteen or Tet Nov at six . <eos>",suggest,suggests,8.919736862182617,3.1598029136657715,True,you,"If [MASK] condemn any disasters or suggest any error economically afterward , please specify Butcher Samuel at fifteen or Tet Nov at six . <eos>",you,you,16.284677505493164,16.284677505493164,False
151,330,"They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and enjoy thorough appropriations to tend . <eos>","They eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and [MASK] thorough appropriations to tend . <eos>",enjoy,enjoys,5.584094524383545,-0.4272614121437073,True,They,"[MASK] eventually operate if you want tea in your pact , ( for developments like me ) , they refuse an upheaval of the hobby and enjoy thorough appropriations to tend . <eos>",They,Theys,12.700955390930176,2.003220796585083,True
152,332,The recent wording I tried this jar explains to evacuate anyone telling this if they proceed of some stylist I can postpone seem a decor to this Document Report . <eos>,The recent wording I tried this jar [MASK] to evacuate anyone telling this if they proceed of some stylist I can postpone seem a decor to this Document Report . <eos>,explains,explain,1.3702588081359863,0.2272915244102478,True,wording,The recent [MASK] I tried this jar explains to evacuate anyone telling this if they proceed of some stylist I can postpone seem a decor to this Document Report . <eos>,wording,wordings,-0.6689975261688232,-0.6689975261688232,False
